id,publisher,title,link,publish_details,content
26,The Hindu,What has the U.K. Supreme Court ruled with respect to the Rwanda ...,https://www.thehindu.com/news/international/what-has-the-uk-supreme-court-ruled-with-respect-to-the-rwanda-deal-explained/article67563219.ece,,
27,The Hindu,India plans to ask ONGC to consider rights issue to fund HPCL - The ...,https://www.thehindu.com/business/india-plans-to-ask-ongc-to-consider-rights-issue-to-fund-hpcl/article67566342.ece,,
28,The Hindu,The 9th edition of Indian Photo Festival 2023 in Hyderabad ...,https://www.thehindu.com/life-and-style/the-9th-edition-of-indian-photo-festival-2023-in-hyderabad-recreating-the-story-of-ranavalona-iii-the-chrysalis-queen-through-photographs/article67557645.ece,,
29,The Hindu,Indian govt. has asked Google to take down over 1.1 lakh content ...,https://www.thehindu.com/sci-tech/technology/indian-govt-has-asked-google-to-take-down-over-11-lakh-content-since-2013-report/article67565272.ece,,
30,The Hindu,L&T Finance signs financing pact with ADB for $125 million - The ...,https://www.thehindu.com/business/lt-finance-signs-financing-pact-with-adb-for-125-million/article67566703.ece,,
31,The Hindu,Rajasthan set to break tradition by repeating Congress government ...,https://www.thehindu.com/elections/rajasthan-assembly/rajasthan-set-to-break-tradition-by-repeating-congress-government-says-mallikarjun-kharge/article67565629.ece,,
32,The Hindu,Ayurvedic products not part of India-U.K. FTA dialogue - The Hindu,https://www.thehindu.com/news/national/ayurvedic-products-not-part-of-india-uk-fta-dialogue/article67566661.ece,,
33,The Hindu,"India is in a remarkable position towards transition in energy, says N ...",https://www.thehindu.com/news/national/tamil-nadu/india-is-in-a-remarkable-position-towards-transition-in-energy-says-n-chandrasekaran/article67567079.ece,,
34,The Hindu,Australia proud of professor assisting Silkyara rescue efforts: envoy ...,https://www.thehindu.com/news/national/australia-proud-of-professor-assisting-silkyara-rescue-efforts-envoy/article67567025.ece,,
35,The Hindu,Virtual G20 Summit: India to host G20 summit Wednesday; Trudeau ...,https://www.thehindu.com/news/national/india-to-host-virtual-g20-summit-wednesday-trudeau-to-attend/article67561061.ece,,
36,The Hindu,Latin American precursors of Javier Milei's dollarisation plan for ...,https://www.thehindu.com/news/international/latin-american-precursors-of-javier-mileis-dollarisation-plan-for-argentine-economy/article67558335.ece,,
37,The Hindu,"Tightening of norms on unsecured lending pre-emptive, in the ...",https://www.thehindu.com/business/tightening-of-norms-on-unsecured-lending-pre-emptive-in-the-interest-of-sustainability-rbi-governor-shaktikanta-das/article67561270.ece,,
38,The Hindu,Fiji PM says China may help develop ports - The Hindu,https://www.thehindu.com/news/international/fiji-pm-says-china-may-help-develop-ports/article67562326.ece,,
39,The Hindu,"Listen to the people, not the numbers - The Hindu",https://www.thehindu.com/opinion/lead/listen-to-the-people-not-the-numbers/article67557562.ece,,
40,The Hindu,L&T Finance signs financing pact with ADB for $125 million - The ...,https://www.thehindu.com/business/lt-finance-signs-financing-pact-with-adb-for-125-million/article67566703.ece,,
41,The Hindu,,,,
42,The Hindu,"Despite laws, Indian fishermen face no consequence for poaching ...",https://www.thehindu.com/news/international/despite-laws-indian-fishermen-face-no-consequence-for-poaching-say-sri-lankan-fishermen/article67561757.ece,,
43,The Hindu,Young Indians Kochi chapter to organise Inspiration Summit - The ...,https://www.thehindu.com/news/national/kerala/young-indians-kochi-chapter-to-organise-inspiration-summit/article67563028.ece,,
44,The Hindu,"Rise of China, its assertiveness in Indo-Pacific region shaped Indo ...",https://www.thehindu.com/news/national/tamil-nadu/rise-of-china-its-assertiveness-in-indo-pacific-region-shaped-indo-us-relationship-former-foreign-secretary/article67562836.ece,,
45,The Hindu,"Economy news, Latest Economic News, GDP, World Economy ...",https://www.thehindu.com/business/Economy/,,
46,The Hindu,IN-SPACe takes first step for 24x7 internet in rural India - The Hindu,https://www.thehindu.com/news/national/karnataka/in-space-grants-authorisation-to-oneweb-india-airtel-eutelsat-bharti-group-internet-rural-24x7-satellite-network/article67558112.ece,,
47,The Hindu,How the BJP juggernaut chugs along - The Hindu,https://www.thehindu.com/opinion/lead/how-the-bjp-juggernaut-chugs-along/article67557918.ece,,
48,The Hindu,Inflation still remains a key risk to growth: FinMin - The Hindu,https://www.thehindu.com/business/inflation-still-remains-a-key-risk-to-growth-finmin/article67559167.ece,,
49,The Hindu,"India's economy to grow 7% in Q2, but likely to slow down in H2 ...",https://www.thehindu.com/business/indias-economy-expected-to-grow-7-in-q2-beating-rbis-estimate/article67558460.ece,,
50,The Hindu,Bank of Baroda launches 'Baroda Kisan Pakhwada' in T.N. - The ...,https://www.thehindu.com/news/national/tamil-nadu/bank-of-baroda-launches-baroda-kisan-pakhwada-in-tn/article67562138.ece,,
51,The Hindu,Mamata Banerjee mixes business with politics at seventh edition of ...,https://www.thehindu.com/news/national/other-states/mamata-banerjee-mixes-business-with-politics-at-seventh-edition-of-bgbs/article67559109.ece,,
52,The Hindu,"Despite laws, Indian fishermen face no consequence for poaching ...",https://www.thehindu.com/news/international/despite-laws-indian-fishermen-face-no-consequence-for-poaching-say-sri-lankan-fishermen/article67561757.ece,,
53,The Hindu,Young Indians Kochi chapter to organise Inspiration Summit - The ...,https://www.thehindu.com/news/national/kerala/young-indians-kochi-chapter-to-organise-inspiration-summit/article67563028.ece,,
54,The Hindu,ASEAN wants India to join RCEP for greater market access ...,https://www.thehindu.com/news/international/asean-wants-india-to-join-rcep-for-greater-market-access-secretary-general-kao/article67557068.ece,,
55,The Hindu,Making sense of the employment challenge - The Hindu,https://www.thehindu.com/opinion/lead/making-sense-of-the-employment-challenge/article67555366.ece,,
56,The Hindu,Suryakumar to lead a young India T20I team against Australia; Axar ...,https://www.thehindu.com/sport/cricket/suryakumar-to-lead-india-t20i-team-against-australia-axar-returns-sanju-samson-not-in/article67555899.ece,,
57,The Hindu,"China is the biggest security anxiety for India and Australia, says ...",https://www.thehindu.com/news/national/strong-india-australia-ties-key-for-peace-security-rajnath-singh/article67555764.ece,,
58,The Hindu,IIMB's NSRCEL hosts 'Circular Conversations' for circular economy ...,https://www.thehindu.com/news/cities/bangalore/iimbs-nsrcel-hosts-circular-conversations-for-circular-economy-start-ups-and-investor-fraternity/article67547226.ece,,
59,The Hindu,Six Indians in ICC's Team of World Cup; Rohit named captain - The ...,https://www.thehindu.com/sport/cricket/icc-world-cup/six-indians-in-iccs-team-of-world-cup-rohit-named-captain/article67553808.ece,,
60,The Hindu,CII calls for improvement of infra and logistics in Visakhapatnam to ...,https://www.thehindu.com/news/cities/Visakhapatnam/cii-calls-for-improvement-of-infra-and-logistics-in-visakhapatnam-to-spur-economic-growth-of-andhra-pradesh/article67557969.ece,,
61,The Hindu,The claim of India's GDP reaching the $4 trillion mark is bogus and ...,https://www.thehindu.com/elections/the-claim-of-indias-gdp-reaching-the-4-trillion-mark-is-bogus-and-fake-says-congress/article67554799.ece,,
62,The Hindu,Steering road safety in India back onto the right lane - The Hindu,https://www.thehindu.com/opinion/op-ed/steering-road-safety-in-india-back-onto-the-right-lane/article67551641.ece,,
63,The Hindu,Entrepreneurs are returning from Europe-U.S. to be part of India's ...,https://www.thehindu.com/news/national/entrepreneurs-are-returning-from-europe-us-to-be-part-of-indias-growth-story/article67550982.ece,,
64,The Hindu,"No ticket, only sops: women still fall behind in the electoral ...",https://www.thehindu.com/elections/come-poll-season-parties-woo-women-voters-but-are-not-interested-in-fielding-them-as-candidates/article67547723.ece,,
65,The Hindu,Coop societies integral part of socio-economic structure: Santosh ...,https://www.thehindu.com/news/national/karnataka/coop-societies-integral-part-of-socio-economic-structure-santosh-lad/article67544708.ece,,
66,The Hindu,India 'strongly condemns' civilian casualties in Israel-Hamas conflict ...,https://www.thehindu.com/news/national/india-strongly-condemns-civilian-casualties-in-israel-hamas-conflict-pm-modi/article67543241.ece,,
67,The Hindu,World's largest planned urbanisation programme being undertaken ...,https://www.thehindu.com/news/national/worlds-largest-planned-urbanisation-programme-being-undertaken-by-india-says-puri/article67540804.ece,,
68,The Hindu,KAHER to set up incubation and innovation centre in Belagavi for ...,https://www.thehindu.com/news/national/karnataka/kaher-to-set-up-an-incubation-and-innovation-centre-in-belagavi-for-healthcare/article67543688.ece,,
69,The Hindu,FPIs' investment value in Indian equities rises 15% to $651 bn in ...,https://www.thehindu.com/business/fpis-investment-value-in-indian-equities-rises-15-to-651-bn-in-september-quarter/article67541717.ece,,
70,The Hindu,"India's GDP to grow 6.7.1% during 2024-2026, growth prospects ...",https://www.thehindu.com/business/Economy/indias-gdp-to-grow-671-during-2024-2026-growth-prospects-remain-strong-sp/article67539848.ece,,
71,The Hindu,Should elections be state funded? - The Hindu,https://www.thehindu.com/opinion/op-ed/should-elections-be-state-funded/article67540233.ece,,
72,The Hindu,CAG to play a key role in making India the third largest economy ...,https://www.thehindu.com/news/national/cag-to-play-a-key-role-in-making-india-the-third-largest-economy-murmu/article67541102.ece,,
73,The Hindu,Government considering several measures to help revive special ...,https://www.thehindu.com/business/government-considering-several-measures-to-help-revive-special-economic-zones/article67539169.ece,,
74,The Hindu,India to emerge as third largest global economy by 2027: Finance ...,https://www.thehindu.com/news/international/israel-gaza-conflict-challenge-to-us-backed-economic-corridor-fm-sitharaman/article67535054.ece,,
75,The Hindu,"India, U.S., 12 other IPEF members ink supply chain resilience ...",https://www.thehindu.com/news/national/india-us-12-other-ipef-members-ink-supply-chain-resilience-agreement/article67534779.ece,,
76,The Hindu,India vs New Zealand | Mohammed Shami re-writes history with ...,https://www.thehindu.com/sport/cricket/icc-world-cup/india-vs-new-zealand-mohammed-shami-re-writes-history-with-dream-spell/article67537710.ece,,
77,The Hindu,The Bihar caste survey and the social justice agenda - The Hindu,https://www.thehindu.com/opinion/lead/the-bihar-caste-survey-and-the-social-justice-agenda/article67533118.ece,,
78,The Hindu,India-U.K. free trade agreement | Next round of talks expected soon ...,https://www.thehindu.com/business/Economy/india-uk-free-trade-agreement-next-round-of-talks-expected-soon/article67532097.ece,,
79,The Hindu,"India's economic prospects good in the short term, says Chief ...",https://www.thehindu.com/business/Economy/indias-economic-prospects-good-in-the-short-term-says-anantha-nageswaran/article67532804.ece,,
80,The Hindu,"India's GDP to grow 6.7.1% during 2024-2026, growth prospects ...",https://www.thehindu.com/business/Economy/indias-gdp-to-grow-671-during-2024-2026-growth-prospects-remain-strong-sp/article67539848.ece,,
81,The Hindu,Should elections be state funded? - The Hindu,https://www.thehindu.com/opinion/op-ed/should-elections-be-state-funded/article67540233.ece,,
82,The Hindu,,,,
83,The Hindu,Understanding worker productivity and how it relates to economic ...,https://www.thehindu.com/business/Economy/understanding-worker-productivity-and-how-it-relates-to-economic-growth-explained/article67490775.ece,,
84,The Hindu,Virtues of planning: The Hindu Editorial on the Vision India@2047 ...,https://www.thehindu.com/opinion/editorial/virtues-of-planning-on-the-vision-india2047-plan/article67485129.ece,,
85,The Hindu,"Shift focus from 'Make in India' to 'Made by India', students told at ...",https://www.thehindu.com/news/national/karnataka/shift-focus-from-make-in-india-to-made-by-india-students-told-at-73rd-annual-convocation-of-karnatak-university/article67477241.ece,,
86,The Hindu,An unfolding economic tragedy - The Hindu,https://www.thehindu.com/opinion/op-ed/an-unfolding-economic-tragedy/article67473592.ece,,
87,The Hindu,What's in store for the economy in second half? | Explained - The ...,https://www.thehindu.com/business/Economy/whats-in-store-for-the-economy-in-second-half-explained/article67470920.ece,,
88,The Hindu,All stakeholders must come together to make India a developed ...,https://www.thehindu.com/news/cities/puducherry/all-stakeholders-should-come-together-to-make-india-a-developed-nation-says-ut-industries-secretary/article67461233.ece,,
89,The Hindu,It is the responsibility of every citizen to see that India becomes the ...,https://www.thehindu.com/news/national/karnataka/it-is-the-responsibility-of-every-citizen-to-see-that-india-becomes-the-worlds-third-largest-economy-governor/article67427704.ece,,
90,The Hindu,Sri Lankan President Ranil Wickremesinghe presents budget; says ...,https://www.thehindu.com/news/international/sri-lankan-president-ranil-wickremesinghe-presents-budget-says-economy-not-out-of-crisis-yet/article67528584.ece,,
91,The Hindu,Acknowledge India's economic successes too - The Hindu,https://www.thehindu.com/opinion/lead/acknowledge-indias-economic-successes-too/article67518169.ece,,
92,The Hindu,,,,
93,The Hindu,India's space economy has potential to reach $44 billion by 2033 ...,https://www.thehindu.com/sci-tech/science/indias-space-economy-has-potential-to-reach-35200-crore-44-billion-by-2033-with-about-8-of-global-share/article67403193.ece,,
94,The Hindu,"Gaza strife raises fresh worries for inflation, fiscal math and rupee",https://www.thehindu.com/business/Economy/gaza-strife-raises-fresh-worries-for-inflation-fiscal-math-and-rupee/article67400656.ece,,
95,The Hindu,"Political stability, policy consistency needed to ensure Indian ...",https://www.thehindu.com/news/national/political-stability-policy-consistency-needed-to-ensure-indian-economys-growth-to-worlds-third-largest-fm/article67385414.ece,,
96,The Hindu,Indian economy to grow at 6.3% in FY24: World Bank - The Hindu,https://www.thehindu.com/business/Economy/indian-economy-to-grow-at-63-in-fy24-world-bank/article67374863.ece,,
97,The Hindu,'Homestay marketplace Airbnb contributed $920 mn to Indian ...,https://www.thehindu.com/business/homestay-marketplace-airbnb-contributed-920-mn-to-indian-economy-in-2022-created-85000-jobs/article67376782.ece,,
98,The Hindu,The potential economic and trade fallout of strained Indo-Candian ...,https://www.thehindu.com/business/Economy/the-potential-economic-and-trade-fallout-of-strained-indo-candian-diplomatic-relations-explained/article67349441.ece,,
99,The Hindu,Use of AI has specific implications for the economy: Union Finance ...,https://www.thehindu.com/news/national/tamil-nadu/use-of-ai-has-specific-implications-for-the-economy-union-finance-secretary/article67335862.ece,,
100,The Hindu,"Blindness causes an economic loss of $27 billion in India, says ...",https://www.thehindu.com/sci-tech/health/blindness-causes-an-economic-loss-of-27-billion-in-india-says-study/article67409338.ece,,
101,The Hindu,'Modi-nomics' fails to buck the trend - The Hindu,https://www.thehindu.com/opinion/op-ed/modi-nomics-fails-to-buck-the-trend/article67408891.ece,,
102,The Hindu,Business Matters | The link between U.S. bond rates and Indian ...,https://www.thehindu.com/videos/business-matters-the-link-between-us-bond-rates-and-indian-economy/article67409210.ece,,
103,The Hindu,,,,
104,The Hindu,Moody's affirms India's sovereign rating at 'Baa3'; says GDP growth ...,https://www.thehindu.com/business/Economy/moodys-affirms-indias-sovereign-rating-at-baa3-says-gdp-growth-to-support-increase-in-income-level/article67210057.ece,,
105,The Hindu,India's digital economy will contribute 20% to GDP in 2026: Rajeev ...,https://www.thehindu.com/news/national/karnataka/indias-digital-economy-will-contribute-20-to-gdp-in-2026-rajeev-chandrasekhar/article67205254.ece,,
106,The Hindu,India needs a new economic policy - The Hindu,https://www.thehindu.com/opinion/op-ed/india-needs-a-new-economic-policy/article67185056.ece,,
107,The Hindu,"Morning Digest | Indian economy to grow at 6.1% in 2023, IMF ...",https://www.thehindu.com/news/morning-digest-july-26-2023/article67121191.ece,,
108,The Hindu,IMF projects Indian economy to grow at 6.1% in 2023 - The Hindu,https://www.thehindu.com/business/Economy/imf-projects-indian-economy-to-grow-at-61-in-2023/article67120587.ece,,
109,The Hindu,ADB retains India's growth forecast at 6.4% for current fiscal - The ...,https://www.thehindu.com/business/adb-retains-indias-growth-forecast-at-64-for-current-fiscal/article67096732.ece,,
110,The Hindu,"AI's disruptive economic impact, an India check - The Hindu",https://www.thehindu.com/opinion/lead/ais-disruptive-economic-impact-an-india-check/article67064846.ece,,
111,The Hindu,India is not 'extractive economy' and is not pursuing 'narrow ...,https://www.thehindu.com/news/national/india-is-not-extractive-economy-and-is-not-pursuing-narrow-economic-activities-in-africa-jaishankar/article67052718.ece,,
112,The Hindu,India's macroeconomic management 'stellar'; paves way for ...,https://www.thehindu.com/business/Economy/indias-macroeconomic-management-stellar-paves-way-for-sustained-recovery-finance-ministry-report/article67048712.ece,,
113,The Hindu,Indian economy has moved away from twin-balance sheet problem ...,https://www.thehindu.com/business/Economy/indian-economy-has-moved-away-from-twin-balance-sheet-problem-banks-now-profitable-fm/article67030381.ece,,
114,The Hindu,Indian economy makes solid recovery despite global headwind: RBI ...,https://www.thehindu.com/business/Economy/indian-economy-makes-solid-recovery-despite-global-headwind-rbi-governor-das/article67019592.ece,,
115,The Hindu,"Indian economy resilient despite global uncertainty, says RBI - The ...",https://www.thehindu.com/business/indian-economy-resilient-despite-global-uncertainty-says-rbi/article67020114.ece,,
116,The Hindu,Technology to contribute 20-25% of Indian GDP by 2025-26: IT ...,https://www.thehindu.com/business/Economy/technology-to-contribute-20-25-of-indian-gdp-by-2025-26-it-minister-chandrasekhar/article66985108.ece,,
117,The Hindu,Business Matters | What does RBI pausing on rates mean for the ...,https://www.thehindu.com/business/business-matters-what-does-rbi-pausing-on-rates-mean-for-the-indian-economy/article66969428.ece,,
118,The Hindu,Miles to go: The Hindu Editorial on the state of the Indian economy ...,https://www.thehindu.com/opinion/editorial/miles-to-go-the-hindu-editorial-on-the-state-of-the-indian-economy/article66957907.ece,,
119,The Hindu,What does RBI's current monetary policy mean for India's economy ...,https://www.thehindu.com/podcast/what-does-rbis-approach-to-policy-mean-for-indias-economy-in-focus-podcast/article66960507.ece,,
120,The Hindu,"AI's disruptive economic impact, an India check - The Hindu",https://www.thehindu.com/opinion/lead/ais-disruptive-economic-impact-an-india-check/article67064846.ece,,
121,The Hindu,India is not 'extractive economy' and is not pursuing 'narrow ...,https://www.thehindu.com/news/national/india-is-not-extractive-economy-and-is-not-pursuing-narrow-economic-activities-in-africa-jaishankar/article67052718.ece,,
122,The Hindu,India's macroeconomic management 'stellar'; paves way for ...,https://www.thehindu.com/business/Economy/indias-macroeconomic-management-stellar-paves-way-for-sustained-recovery-finance-ministry-report/article67048712.ece,,
123,The Hindu,Indian economy has moved away from twin-balance sheet problem ...,https://www.thehindu.com/business/Economy/indian-economy-has-moved-away-from-twin-balance-sheet-problem-banks-now-profitable-fm/article67030381.ece,,
124,The Hindu,Indian economy makes solid recovery despite global headwind: RBI ...,https://www.thehindu.com/business/Economy/indian-economy-makes-solid-recovery-despite-global-headwind-rbi-governor-das/article67019592.ece,,
125,The Hindu,"Indian economy resilient despite global uncertainty, says RBI - The ...",https://www.thehindu.com/business/indian-economy-resilient-despite-global-uncertainty-says-rbi/article67020114.ece,,
126,The Hindu,Technology to contribute 20-25% of Indian GDP by 2025-26: IT ...,https://www.thehindu.com/business/Economy/technology-to-contribute-20-25-of-indian-gdp-by-2025-26-it-minister-chandrasekhar/article66985108.ece,,
127,The Hindu,Business Matters | What does RBI pausing on rates mean for the ...,https://www.thehindu.com/business/business-matters-what-does-rbi-pausing-on-rates-mean-for-the-indian-economy/article66969428.ece,,
128,The Hindu,Miles to go: The Hindu Editorial on the state of the Indian economy ...,https://www.thehindu.com/opinion/editorial/miles-to-go-the-hindu-editorial-on-the-state-of-the-indian-economy/article66957907.ece,,
129,The Hindu,What does RBI's current monetary policy mean for India's economy ...,https://www.thehindu.com/podcast/what-does-rbis-approach-to-policy-mean-for-indias-economy-in-focus-podcast/article66960507.ece,,
130,The Hindu,"AI's disruptive economic impact, an India check - The Hindu",https://www.thehindu.com/opinion/lead/ais-disruptive-economic-impact-an-india-check/article67064846.ece,,
131,The Hindu,India is not 'extractive economy' and is not pursuing 'narrow ...,https://www.thehindu.com/news/national/india-is-not-extractive-economy-and-is-not-pursuing-narrow-economic-activities-in-africa-jaishankar/article67052718.ece,,
132,The Hindu,India's macroeconomic management 'stellar'; paves way for ...,https://www.thehindu.com/business/Economy/indias-macroeconomic-management-stellar-paves-way-for-sustained-recovery-finance-ministry-report/article67048712.ece,,
133,The Hindu,Indian economy has moved away from twin-balance sheet problem ...,https://www.thehindu.com/business/Economy/indian-economy-has-moved-away-from-twin-balance-sheet-problem-banks-now-profitable-fm/article67030381.ece,,
134,The Hindu,Indian economy makes solid recovery despite global headwind: RBI ...,https://www.thehindu.com/business/Economy/indian-economy-makes-solid-recovery-despite-global-headwind-rbi-governor-das/article67019592.ece,,
135,The Hindu,"Indian economy resilient despite global uncertainty, says RBI - The ...",https://www.thehindu.com/business/indian-economy-resilient-despite-global-uncertainty-says-rbi/article67020114.ece,,
136,The Hindu,Technology to contribute 20-25% of Indian GDP by 2025-26: IT ...,https://www.thehindu.com/business/Economy/technology-to-contribute-20-25-of-indian-gdp-by-2025-26-it-minister-chandrasekhar/article66985108.ece,,
137,The Hindu,Business Matters | What does RBI pausing on rates mean for the ...,https://www.thehindu.com/business/business-matters-what-does-rbi-pausing-on-rates-mean-for-the-indian-economy/article66969428.ece,,
138,The Hindu,Miles to go: The Hindu Editorial on the state of the Indian economy ...,https://www.thehindu.com/opinion/editorial/miles-to-go-the-hindu-editorial-on-the-state-of-the-indian-economy/article66957907.ece,,
139,The Hindu,What does RBI's current monetary policy mean for India's economy ...,https://www.thehindu.com/podcast/what-does-rbis-approach-to-policy-mean-for-indias-economy-in-focus-podcast/article66960507.ece,,
140,The Hindu,"AI's disruptive economic impact, an India check - The Hindu",https://www.thehindu.com/opinion/lead/ais-disruptive-economic-impact-an-india-check/article67064846.ece,,
141,The Hindu,India is not 'extractive economy' and is not pursuing 'narrow ...,https://www.thehindu.com/news/national/india-is-not-extractive-economy-and-is-not-pursuing-narrow-economic-activities-in-africa-jaishankar/article67052718.ece,,
142,The Hindu,India's macroeconomic management 'stellar'; paves way for ...,https://www.thehindu.com/business/Economy/indias-macroeconomic-management-stellar-paves-way-for-sustained-recovery-finance-ministry-report/article67048712.ece,,
143,The Hindu,Indian economy has moved away from twin-balance sheet problem ...,https://www.thehindu.com/business/Economy/indian-economy-has-moved-away-from-twin-balance-sheet-problem-banks-now-profitable-fm/article67030381.ece,,
144,The Hindu,Indian economy makes solid recovery despite global headwind: RBI ...,https://www.thehindu.com/business/Economy/indian-economy-makes-solid-recovery-despite-global-headwind-rbi-governor-das/article67019592.ece,,
145,The Hindu,"Indian economy resilient despite global uncertainty, says RBI - The ...",https://www.thehindu.com/business/indian-economy-resilient-despite-global-uncertainty-says-rbi/article67020114.ece,,
146,The Hindu,Technology to contribute 20-25% of Indian GDP by 2025-26: IT ...,https://www.thehindu.com/business/Economy/technology-to-contribute-20-25-of-indian-gdp-by-2025-26-it-minister-chandrasekhar/article66985108.ece,,
147,The Hindu,Business Matters | What does RBI pausing on rates mean for the ...,https://www.thehindu.com/business/business-matters-what-does-rbi-pausing-on-rates-mean-for-the-indian-economy/article66969428.ece,,
148,The Hindu,Miles to go: The Hindu Editorial on the state of the Indian economy ...,https://www.thehindu.com/opinion/editorial/miles-to-go-the-hindu-editorial-on-the-state-of-the-indian-economy/article66957907.ece,,
149,The Hindu,What does RBI's current monetary policy mean for India's economy ...,https://www.thehindu.com/podcast/what-does-rbis-approach-to-policy-mean-for-indias-economy-in-focus-podcast/article66960507.ece,,
