id,publisher,title,link,publish_details,content
11,TOI,"g20 more inclusive with African Union in it: Amitabh Kant
TNN / Nov 16, 2023, 12:48 (IST)
India played a significant role in making the g20 more inclusive by ensuring the African Union's permanent membership during its presidency, according to g20 Sherpa Amitabh Kant. He described this achievement as a victory for developing countries. Kant also mentioned that India stood firm on including the African Union, despite other countries wanting different regional groupings to be part of the . The inclusion of Africa adds 1.3 billion people and a GDP of $3 trillion to the , strengthening global economic governance.",https://timesofindia.indiatimes.com/india/g20-more-inclusive-with-african-union-in-it-amitabh-kant/articleshow/105254903.cms,"TNN / Nov 16, 2023, 12:48 (IST)",
12,TOI,"g20 communique omits mention of Middle East conflict
Reuters / Oct 13, 2023, 20:57 (IST)
The g20 economies did not mention the conflict between Israel and Hamas in their communique, sparking questions about the forum's role. The communique expressed concern about natural disasters in Libya and Morocco but made no reference to the crisis in Gaza. Differences over the Hamas attacks and Israel's response prevented the inclusion of a statement on the conflict in the communique, with Russia, China, India, and Saudi Arabia opposing the United States and Western powers.",https://timesofindia.indiatimes.com/world/middle-east/g20-communique-omits-mention-of-middle-east-conflict/articleshow/104406130.cms,"Reuters / Oct 13, 2023, 20:57 (IST)","MARRAKECH: Group of Twenty (G20) economies made no mention of the conflict between Israel and Hamas in a communique on Friday, raising new questions about the role of a forum split by Russia's invasion of Ukraine last year.
The text, agreed by G20 finance leaders gathered for an IMF-World Bank meeting in Marrakech, noted deep anguish at the loss of life and destruction in natural disasters in Libya and Morocco and said they stood in solidarity with the people there.

But there was no reference at all to the crisis in Gaza, where Israel's military has told more than 1 million people to relocate south as it amassed tanks for an expected ground invasion after a devastating attack by militant group Hamas.
A source briefed on the G20 discussions said differences over the Hamas attacks and Israel's response had prevented inclusion of any statement on the Israel-Gaza conflict in the communique, pitting Russia, China, India and Saudi Arabia against the United States and Western powers.
Powered By
Play
Unmute
:
Fullscreen
Indian Finance Minister Nirmala Sitharaman told a news conference in Marrakech that the Israel-Gaza events were left out of the G20 communique because they did not feature much in the financial officials' discussions.
One source familiar with the G20 deliberations said the Israeli-Palestinian conflict had long been a divisive issue among G20 members, and said it was not surprising that they decided to skip any mention.

The latest escalation of the Middle East conflict began at the weekend just as G20 leaders started gathering in Marrakech.
Failure to mention the violence revealed deep divisions roiling the G20, said Eric LeCompte, executive director of Jubilee USA Network, a coalition of more than 750 religious groups and organisations.
""What's happening in Israel and Gaza is a horrific tragedy and if we can't stand up for the protection of children on both sides, it shows how stalemated they are,"" he said.
The G20 has been deeply divided since Russia's invasion of Ukraine in February 2022. Its membership includes the United States, European powers, China, Russia, Saudi Arabia, other major economies of Asia, South America and most recently the African Union.
On the Ukraine war, the G20 text stuck close to language agreed at last month's meeting of the group's leaders in New Dehli urging countries to stick to UN rules on territorial integrity, highlighting the human suffering of the conflict and noting ""different views and assessments of the situation"".
Separately, a European official said the customary final communique to wrap up the week of IMF meetings ending Saturday would not be possible because Nordic European and Baltic countries considered the proposed wording on the Ukraine war - a carbon copy of the G20 language - was ""too watered down"".
Fears are growing that the latest Middle East strife could spread, with Iran warning of a response from its allies, which include Hamas and Hezbollah in Lebanon.
The crisis hung over the IMF-World Bank meetings on the global economy, where World Trade Organization chief Ngozi Okonjo-Iweala told Reuters officials were ""on eggshells"".
She said the Israel/Hamas conflict would have ""really big impact"" on already weak global trade flows if it widened throughout the region, joining a chorus of other financial officials who say they are carefully watching the conflict.
""The real problem is to be able to contain the (Middle East) crisis as much as possible so as not to create another element of infection on top of Ukraine's crisis,"" Italian Economy Minister Giancarlo Giorgetti told reporters.
ADVERTISEMENT

Werner Hoyer, head of the European Investment Bank which has projects in Israel, the West Bank and Gaza, said finance leaders in Marrakech had no choice but to grapple with the implications of the situation.
""(It would be) too artificial to sit here and do business as usual while the world is on fire,"" he said."
13,TOI,"US, China to back g20 pact, will ramp up renewables
TNN / Nov 16, 2023, 04:11 (IST)
The US and China have agreed to restart their cooperation on the climate crisis. They will jointly support the New Delhi g20 Leaders' Declaration to triple global renewable energy capacity by 2030. They also plan to work together on methane emission reduction, plastic pollution, and setting climate action targets until 2035. However, the agreement does not address the need to transition away from fossil fuels in the next decade. The talks between the two countries were stalled in 2022 due to China's unease over Nancy Pelosi's visit to Taiwan.",https://timesofindia.indiatimes.com/world/us/us-china-to-back-g20-pact-will-ramp-up-renewables/articleshow/105245374.cms,"TNN / Nov 16, 2023, 04:11 (IST)",
14,TOI,"g20 virtual summit planned for November 22
TNN / Oct 06, 2023, 03:34 (IST)
The government of India has scheduled a virtual summit of g20 leaders for November 22. This will be the second gathering of g20 leaders this year and will focus on implementing decisions made at the New Delhi summit. India had chosen to hold the summit earlier than planned, resulting in significant progress such as reaching a common text on the Ukraine conflict.",https://timesofindia.indiatimes.com/india/g20-virtual-summit-planned-for-november-22/articleshow/104196768.cms,"TNN / Oct 06, 2023, 03:34 (IST)",
15,TOI,"Canadian Senate Speaker absent from g20 Parliamentary Speakers' Summit in India
ANI / Oct 13, 2023, 12:20 (IST)
Canadian Senate Speaker Raymonde Gagne is not attending the 9th g20 Parliamentary Speakers' Summit and Parliamentary Forum in India. Speakers and heads of delegation from various countries are present at the event, which focuses on sustainable development goals and sustainable energy transition. The diplomatic row between India and Canada escalated after Canada accused India of involvement in the assassination of a Khalistani terrorist, a claim that India has denied.",https://timesofindia.indiatimes.com/india/canadian-senate-speaker-absent-from-g20-parliamentary-speakers-summit-in-india/articleshow/104392161.cms,"ANI / Oct 13, 2023, 12:20 (IST)",
16,TOI,"g20 ministerial for swift implementation of roadmap to deal with crypto assets
PTI / Oct 13, 2023, 10:51 (IST)
The finance ministers of the g20 nations have called for the swift and coordinated implementation of the g20 roadmap on crypto assets. The roadmap, which was adopted by the g20 Finance Ministers, aims to develop strategies and regulations for crypto assets while considering their implications on Emerging Markets and Developing Economies (EMDEs). The ministers also discussed strengthening Multilateral Development Banks (MDBs) and managing global debt vulnerabilities.",https://timesofindia.indiatimes.com/india/g20-ministerial-for-swift-implementation-of-roadmap-to-deal-with-crypto-assets/articleshow/104389544.cms,"PTI / Oct 13, 2023, 10:51 (IST)",
17,TOI,"Revamp lending way of MDBs, says expert group
TNN / Oct 13, 2023, 07:02 (IST)
An independent expert group has proposed reforms to strengthen multilateral development banks (MDBs) and increase lending to countries. The group suggests mobilizing $240 billion from the private sector to reach a lending goal of $390 billion by 2030. The group emphasizes the need for collaboration and inclusivity, following the Summit's example.",https://timesofindia.indiatimes.com/business/india-business/revamp-lending-way-of-mdbs-says-expert-group/articleshow/104384930.cms,"TNN / Oct 13, 2023, 07:02 (IST)","MARRAKECH: The independent expert group on strengthening multilateral development banks (MDBs) has proposed a revamp of the way these entities lend to countries and called for reforms, with a key focus on mobilising $240 billion from the private sector as part of efforts to lend $390 billion up to 2030.
Referring to the decisions taken at the G20Summit in Delhi, the independent expert group in its second report said: ""The G20 was exceptional in its determination to be more inclusive, as demonstrated by the inclusion of the African Union.
The MDBs must reflect this same sense of inclusion and collaboration by working better together and building on country-owned programmes. We call this making MDBs better, bolder and bigger... Given the urgency of what is needed, the road map of recommendations starts now, but has an eye towards having an MDB system that is fit for purpose by 2030.""
During India's G20 presidency, finance minister Nirmala Sitharaman had set up the group, co-chaired by Larry Summers, at the first meeting of FMs and central bank governors in Bangalore to ensure that more resources are available to developing countries in their fight against climate change and other global public goods.
While calling for tripling of annual lending commitments to $390 billion from $120 billion, several reforms have been suggested, including ""whole-of-MDB strategies"" to scale up private finance, through agencies such as the International Finance Corporation. Currently, MDBs manage to tap the private sector for funding of $60 billion for $100 billion of lending and the idea is to double the private sector contribution.
Powered By
Video Player is loading.
Play
Unmute
:
Fullscreen
Raising questions over the World Bank and IFC's approach, the group has noted that ""despite the rhetoric, and oft-cited examples of success"", private capital flows to emerging market economies and developing countries have remained ""disappointingly low"", and recommended broadening and innovating risk sharing instruments to mobilise private capital, including through the Multilateral Investment Guarantee Agency."
18,TOI,"Maintain 'neutrality' during polls: Opposition bloc to Meta, Google
PTI / Oct 13, 2023, 06:54 (IST)
The opposition INDIA bloc has written to Meta CEO Mark Zuckerberg and Google CEO Sundar Pichai over their social media platforms' alleged role in ""aiding communal hatred"" in the country and demanded that the platforms maintain neutrality in the upcoming elections.",https://timesofindia.indiatimes.com/india/maintain-neutrality-during-polls-opposition-bloc-to-meta-google/articleshow/104384848.cms,"PTI / Oct 13, 2023, 06:54 (IST)",
19,TOI,"Delhi: Thieves strike jackPOT! g20 planters vanish, leave just mud in their wake
TNN / Oct 04, 2023, 04:48 (IST)
On Tuesday afternoon, at the busy Bhairon Marg, a group of women and children could be seen overturning some white plastic pots, dumping the mud on the grass and leaving casually with the stolen goods. In the run-up to the summit last month, the Public Works Department (PWD) had placed about 1.6 lakh flowering and lush green potted plants to fill the gaps on central verges and roadsides.",https://timesofindia.indiatimes.com/city/delhi/delhi-thieves-strike-jackpot-g20-planters-vanish-leave-just-mud-in-their-wake/articleshow/104143480.cms,"TNN / Oct 04, 2023, 04:48 (IST)","NEW DELHI: Just three weeks after the conclusion of the G20 Summit, which saw the city's beautification with a green makeover, many of the potted plants placed along the roads around Bharat Mandapam at Pragati Maidan have started disappearing.
On Tuesday afternoon, at the busy Bhairon Marg, a group of women and children could be seen overturning some white plastic pots, dumping the mud on the grass and leaving casually with the stolen goods.
TOP PICKS FOR YOU
'No shame in losing to a better team': Sunil Gavaskar rallies behind Team India
New office for RPO by early 2024 in Vijayawada


In the run-up to the summit last month, the Public Works Department (PWD) had placed about 1.6 lakh flowering and lush green potted plants to fill the gaps on central verges and roadsides. It had also received assistance from Delhi Police, which deployed cops to stand vigil and keep an eye out for theft.
Powered By
Play
Unmute
:
Fullscreen
However, at present, most of the security staff earlier seen on the roads is absent, leaving the public property vulnerable to theft and damage. With no proper maintenance, many of the plants have also dried up.

According to an official in PWD's horticulture wing, the department has taken almost half of the pots placed for G20 back to four nurseries to avoid theft. To take care of the remaining plants, private contractors will be hired.

""We are watering the pots placed along the roads with the help of tankers. But that is not sufficient sometimes. About half the pots that were smaller in size - with a diameter less than 18cm - have been sent back to the nurseries. The problem might be with the pots placed by the forest department,"" said the official, adding that so far, no direct complaint from the zones has been made to the police.

While there was no immediate response from forest officials on Tuesday, a department official had earlier said: ""A few incidents were reported wherein flowerpots were damaged after bikers rammed them. The two-wheelers were also damaged.""
As part of the G20 preparations, PWD had used potted plants to add to the existing green spaces along key roads, including Zakir Hussain Marg, Purana Qila, Mahatma Gandhi Marg, Sachivalaya Road, Mandir Marg, Press Enclave Marg and Vikas Marg. A section of Mathura Road in front of Bharat Mandapam had been turned into a lush green zone with a series of fresh, flowering plants placed side by side in earthen and plastic pots. Four types of palms were also procured - seaforthia, raphis, phoenix and areca.
Theft has been a major problem for PWD to deal with, with three nozzles of fountains at Delhi Gate stolen last month. Earlier, electrical items and decorative lights were reported missing too."
20,TOI,"Fountain nozzles worth Rs 1.5 lakh stolen since end of g20 summit
PTI / Oct 11, 2023, 07:43 (IST)
Nozzles worth more than Rs 1.5 lakh have been stolen from fountains installed outside Bharat Mandapam and at the Delhi Gate after the conclusion of the g20 Summit. The stainless steel nozzles, priced at Rs 4,000 each, were reported missing by the agency responsible for their maintenance. CCTV cameras in the area only cover certain sections, and it is unclear whether the cameras installed by Delhi Police are functional. The Public Works Department has replaced the stolen nozzles with plastic ones at Delhi Gate, but requires stainless steel ones for the larger fountains outside Bharat Mandapam.",https://timesofindia.indiatimes.com/city/delhi/fountain-nozzles-worth-rs-1-5-lakh-stolen-since-end-of-g20-summit/articleshow/104328262.cms,"PTI / Oct 11, 2023, 07:43 (IST)","NEW DELHI: Since the conclusion of G20 Summit, nozzles worth more than Rs 1.5 lakh have been stolen from fountains newly installed outside Bharat Mandapam and at the Delhi Gate, officials said on Tuesday. The matter came to light when the agency tasked with their maintenance filed a police complaint.
According to officials of the Public Works Department, the stainless steel nozzles are priced at Rs 4,000 each.
TOP PICKS FOR YOU
'No shame in losing to a better team': Sunil Gavaskar rallies behind Team India
New office for RPO by early 2024 in Vijayawada

A number of fountains were installed across the central Delhi area in the run up to the G20 Summit. ""Twenty-four nozzles have been stolen from fountains outside the Bharat Mandapam, while 12 nozzles from the fountain at Delhi Gate. The theft happened after the culmination of the Summit,"" a PWD official said.
Asked whether the CCTV cameras installed in the areas captured any suspicious movement, he said that the cameras installed by the agency cover only gates 6 and 7 of Bharat Mandapam. ""There are also cameras installed by Delhi Police but we do not know whether they are functional. The nozzles are expensive. We are trying to find alternatives to them,"" the official said.
ADVERTISEMENT

Powered By
Play
Unmute
:
Fullscreen
He said while the PWD replaced the stolen nozzles with plastic ones at Delhi Gate, the ones outside Bharat Mandapam can only be fitted with stainless steel ones since they are large fountains. Even earlier, the department had filed police complaints about thefts of wires, nozzles, and other fixtures.
The department has deployed guards around key places to ensure security of the assets created during the summit. ""However, it is not possible ... to ensure that they are not stolen since they are only a handful in number. It is not possible for the department to deploy security guards everywhere,"" said the PWD official."
21,TOI,"Fountain nozzles worth Rs 1.5 lakh stolen since end of g20 summit
PTI / Oct 11, 2023, 07:43 (IST)
Nozzles worth more than Rs 1.5 lakh have been stolen from fountains installed outside Bharat Mandapam and at the Delhi Gate after the conclusion of the g20 Summit. The stainless steel nozzles, priced at Rs 4,000 each, were reported missing by the agency responsible for their maintenance. CCTV cameras in the area only cover certain sections, and it is unclear whether the cameras installed by Delhi Police are functional. The Public Works Department has replaced the stolen nozzles with plastic ones at Delhi Gate, but requires stainless steel ones for the larger fountains outside Bharat Mandapam.",https://timesofindia.indiatimes.com/city/delhi/fountain-nozzles-worth-rs-1-5-lakh-stolen-since-end-of-g20-summit/articleshow/104328262.cms,"PTI / Oct 11, 2023, 07:43 (IST)",
22,TOI,"Along with India, Google Map now shows 'Bharat' as country
TIMESOFINDIA.COM / Oct 29, 2023, 15:16 (IST)
Google Maps now displays ""Bharat"" as the official country name for India, along with the Indian flag. This change allows users to search for either ""Bharat"" or ""India"" to view the official Indian map. The Indian government has been using ""Bharat"" in official communications instead of ""India"". The naming issue was previously raised when the President of Bharat was mentioned in dinner invites. The government defends the decision, stating that ""Bharat"" is the name of their country and it will remain so.",https://timesofindia.indiatimes.com/india/along-with-india-google-map-now-shows-bharat-as-country/articleshow/104798701.cms,"TIMESOFINDIA.COM / Oct 29, 2023, 15:16 (IST)",
23,TOI,"US, China agree in principle on presidents Joe Biden-Xi Jinping meeting in November
Bloomberg / Oct 29, 2023, 02:47 (IST)
US and Chinese officials have reached an agreement in principle for a meeting between Presidents Joe Biden and Xi Jinping next month. The details and arrangements for the meeting are still being worked out, but it is likely to take place during the Asia-Pacific Economic Cooperation summit in San Francisco. The breakthrough follows Chinese Foreign Minister Wang Yi's visit to Washington, where he met with Secretary of State Antony Blinken and National Security Advisor Jake Sullivan.",https://timesofindia.indiatimes.com/world/us/us-china-agree-in-principle-on-presidents-joe-biden-xi-jinping-meeting-in-november/articleshow/104788143.cms,"Bloomberg / Oct 29, 2023, 02:47 (IST)","US and Chinese officials have agreed in principle on a meeting next month between presidents Joe Biden and Xi Jinping, though the two sides must still finalize the arrangements, according to an American official.
The official, who spoke on condition of anonymity to discuss the matter, added that details of the get-together, which would likely occur during the Asia-Pacific Economic Cooperation summit in San Francisco in November, were still being worked out.
China's embassy to the US cited the city as a possible venue.
Another person, who spoke on condition of anonymity, said the two sides are still working toward an agreement. The breakthrough follows this week's visit by Chinese foreign minister Wang Yi, who held two days of meetings in Washington with secretary of state Antony Blinken and National Security Advisor Jake Sullivan - and also met with Biden on Friday at the White House.

Powered By
Play
Unmute
:
Fullscreen

US officials have been eager to announce a meeting between Biden and Xi, who have not spoken since they last met at the Group of 20 summit in Bali, Indonesia almost a year ago. ""The two sides agreed to make joint efforts to clinch a meeting between the two heads of state in San Francisco,"" the Chinese Embassy in Washington said in a statement on the meeting between Sullivan and Wang.
ADVERTISEMENT

Biden administration officials who briefed reporters on condition of anonymity Friday, described the discussions with Wang, as frank, touching on issues including Beijing's policies in Xinjiang, Tibet and Hong Kong; disputes in the South China Sea; and counter-narcotics efforts.

Biden met for one hour with Wang and stressed the importance of the two countries communicating and managing competition responsibly, they said."
24,TOI,"India poised to become $5 trillion economy; challenge is having 8-9% growth for next 3 decades: Kant
PTI / Oct 26, 2023, 19:11 (IST)",https://timesofindia.indiatimes.com/business/india-business/india-poised-to-become-5-trillion-economy-challenge-is-having-8-9-growth-for-next-3-decades-kant/articleshow/104732467.cms,"PTI / Oct 26, 2023, 19:11 (IST)","NEW DELHI: India is poised to become a $5 trillion economy and the challenge for the country will be to grow at 8-9 per cent for the next three decades, India's G20 Sherpa Amitabh Kant said on Thursday.
Addressing an event organised by Public Affairs Forum of India (PAFI) here, Kant said India's economy can't grow at higher rates without the support of the private sector.
TOP PICKS FOR YOU
'No shame in losing to a better team': Sunil Gavaskar rallies behind Team India
New office for RPO by early 2024 in Vijayawada

""This is India's moment. India is poised to become a $5 trillion economy,"" he said, adding that the government has pushed the limit on infrastructure.
""The challenge (for India) is to grow at 8-9 per cent for three decades,"" he said.
Powered By
Play
Unmute
:
Fullscreen
Pointing out that presently the size of China's economy is five times of India, Kant said, ""To catch up with China, we will have to grow at 10 per cent.""
Asserting that the quality of Indian airports is better than those in Europe, he said, ""Our domestic airlines are also much better than international airlines.""
ADVERTISEMENT

India's growth story will remain intact, he said, while emphasising on the need to use Artificial Intelligence
(AI) to bring sustainable growth.
""You can't make technology leapfrog without using AI,"" he said."
